"","X1","X1_3","X1_2","X1_1","stimuliShown","group_1","perceptual_result","block","stim1","stim2","response","rt","reward","ID","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","trial","trial_cont","trial_id","trial_n","trigger_integer","buttonBox_2.keys","participant","ID_n","trigger_feedback","trialIndex","first_observer","second_observer","block_soc","pair_type"
"5566",5583,5583,5583,5583,12,"underestimator","underestimator",1,1,2,0,0.635483999999906,57,11,1,1,NA,1,0,1,1,NA,1,166,166,166,166,12,"0","sub-013",11,13,166,"in-group","out-group","baseline","both_high"
"5567",5584,5584,5584,5584,24,"underestimator","underestimator",1,2,4,0,1.11136690000012,65,11,2,5,1,NA,0,1,NA,1,NA,167,167,167,167,24,"0","sub-013",11,25,167,"in-group","out-group","baseline","different"
"5568",5585,5585,5585,5585,31,"underestimator","underestimator",1,3,1,0,1.69984509999995,37,11,3,2,0,NA,0,1,NA,0,NA,168,168,168,168,31,"0","sub-013",11,32,168,"in-group","out-group","baseline","different"
"5569",5586,5586,5586,5586,23,"underestimator","underestimator",1,2,3,1,1.33734150000009,23,11,3,4,0,NA,0,0,NA,0,NA,169,169,169,169,23,"1","sub-013",11,24,169,"in-group","out-group","baseline","different"
"5570",5587,5587,5587,5587,23,"underestimator","underestimator",1,2,3,0,0.460199600000124,56,11,2,4,1,NA,0,1,NA,1,NA,170,170,170,170,23,"0","sub-013",11,24,170,"in-group","out-group","baseline","different"
"5571",5588,5588,5588,5588,42,"underestimator","underestimator",1,4,2,1,1.44647870000017,64,11,2,5,1,NA,0,0,NA,1,NA,171,171,171,171,42,"1","sub-013",11,43,171,"in-group","out-group","baseline","different"
"5572",5589,5589,5589,5589,14,"underestimator","underestimator",1,1,4,0,1.57269689999976,50,11,1,3,1,NA,0,1,NA,1,NA,172,172,172,172,14,"0","sub-013",11,15,172,"in-group","out-group","baseline","different"
"5573",5590,5590,5590,5590,41,"underestimator","underestimator",1,4,1,1,0.966287400000056,38,11,1,3,1,NA,0,0,NA,1,NA,173,173,173,173,41,"1","sub-013",11,42,173,"in-group","out-group","baseline","different"
"5574",5591,5591,5591,5591,24,"underestimator","underestimator",1,2,4,0,1.72597659999974,63,11,2,5,1,NA,0,1,NA,1,NA,174,174,174,174,24,"0","sub-013",11,25,174,"in-group","out-group","baseline","different"
"5575",5592,5592,5592,5592,14,"underestimator","underestimator",1,1,4,0,0.893701599999986,63,11,1,3,1,NA,0,1,NA,1,NA,175,175,175,175,14,"0","sub-013",11,15,175,"in-group","out-group","baseline","different"
"5576",5593,5593,5593,5593,42,"underestimator","underestimator",1,4,2,1,1.4638887000001,56,11,2,5,1,NA,0,0,NA,1,NA,176,176,176,176,42,"1","sub-013",11,43,176,"in-group","out-group","baseline","different"
"5577",5594,5594,5594,5594,34,"underestimator","underestimator",1,3,4,1,1.36642719999963,36,11,4,6,NA,0,0,0,-1,NA,0,177,177,177,177,34,"1","sub-013",11,35,177,"in-group","out-group","baseline","both_low"
"5578",5595,5595,5595,5595,23,"underestimator","underestimator",1,2,3,0,1.86029270000017,63,11,2,4,1,NA,0,1,NA,1,NA,178,178,178,178,23,"0","sub-013",11,24,178,"in-group","out-group","baseline","different"
"5579",5596,5596,5596,5596,14,"underestimator","underestimator",1,1,4,NA,NA,39,11,0,3,0,NA,0,NA,NA,NA,NA,179,179,179,179,14,"None","sub-013",11,15,179,"in-group","out-group","baseline","different"
"5580",5597,5597,5597,5597,12,"underestimator","underestimator",1,1,2,0,1.16004750000002,29,11,1,1,NA,1,0,1,1,NA,1,180,180,180,180,12,"0","sub-013",11,13,180,"in-group","out-group","baseline","both_high"
"5581",5598,5598,5598,5598,13,"underestimator","underestimator",2,1,3,0,1.22827860000007,39,11,1,2,1,NA,0,1,NA,1,NA,1,1,181,1,13,"0","sub-013",11,14,1,"in-group","out-group","in-group","different"
"5582",5599,5599,5599,5599,32,"underestimator","underestimator",2,3,2,0,0.987435699999878,64,11,3,4,0,NA,0,1,NA,0,NA,2,2,182,2,32,"0","sub-013",11,33,2,"in-group","out-group","in-group","different"
"5583",5600,5600,5600,5600,41,"underestimator","underestimator",2,4,1,1,1.22574989999976,69,11,1,3,1,NA,0,0,NA,1,NA,3,3,183,3,41,"1","sub-013",11,42,3,"in-group","out-group","in-group","different"
"5584",5601,5601,5601,5601,14,"underestimator","underestimator",2,1,4,1,0.617527999999766,47,11,4,3,0,NA,0,0,NA,0,NA,4,4,184,4,14,"1","sub-013",11,15,4,"in-group","out-group","in-group","different"
"5585",5602,5602,5602,5602,23,"underestimator","underestimator",2,2,3,0,1.341363,59,11,2,4,1,NA,0,1,NA,1,NA,5,5,185,5,23,"0","sub-013",11,24,5,"in-group","out-group","in-group","different"
"5586",5603,5603,5603,5603,31,"underestimator","underestimator",2,3,1,0,1.47866310000018,34,11,3,2,0,NA,0,1,NA,0,NA,6,6,186,6,31,"0","sub-013",11,32,6,"in-group","out-group","in-group","different"
"5587",5604,5604,5604,5604,43,"underestimator","underestimator",2,4,3,0,1.15906570000016,31,11,4,6,NA,0,0,1,-1,NA,0,7,7,187,7,43,"0","sub-013",11,44,7,"in-group","out-group","in-group","both_low"
"5588",5605,5605,5605,5605,12,"underestimator","underestimator",2,1,2,0,1.07888870000033,82,11,1,1,NA,1,0,1,1,NA,1,8,8,188,8,12,"0","sub-013",11,13,8,"in-group","out-group","in-group","both_high"
"5589",5606,5606,5606,5606,14,"underestimator","underestimator",2,1,4,0,1.12756560000025,38,11,1,3,1,NA,0,1,NA,1,NA,9,9,189,9,14,"0","sub-013",11,15,9,"in-group","out-group","in-group","different"
"5590",5607,5607,5607,5607,31,"underestimator","underestimator",2,3,1,1,1.21736319999991,43,11,1,2,1,NA,0,0,NA,1,NA,10,10,190,10,31,"1","sub-013",11,32,10,"in-group","out-group","in-group","different"
"5591",5608,5608,5608,5608,23,"underestimator","underestimator",2,2,3,0,0.612973400000101,55,11,2,4,1,NA,0,1,NA,1,NA,11,11,191,11,23,"0","sub-013",11,24,11,"in-group","out-group","in-group","different"
"5592",5609,5609,5609,5609,23,"underestimator","underestimator",2,2,3,0,0.554119799999626,62,11,2,4,1,NA,0,1,NA,1,NA,12,12,192,12,23,"0","sub-013",11,24,12,"in-group","out-group","in-group","different"
"5593",5610,5610,5610,5610,14,"underestimator","underestimator",2,1,4,0,1.3672418000001,47,11,1,3,1,NA,0,1,NA,1,NA,13,13,193,13,14,"0","sub-013",11,15,13,"in-group","out-group","in-group","different"
"5594",5611,5611,5611,5611,42,"underestimator","underestimator",2,4,2,0,0.878827199999705,38,11,4,5,0,NA,0,1,NA,0,NA,14,14,194,14,42,"0","sub-013",11,43,14,"in-group","out-group","in-group","different"
"5595",5612,5612,5612,5612,14,"underestimator","underestimator",2,1,4,0,1.67020909999974,59,11,1,3,1,NA,0,1,NA,1,NA,15,15,195,15,14,"0","sub-013",11,15,15,"in-group","out-group","in-group","different"
"5596",5613,5613,5613,5613,34,"underestimator","underestimator",2,3,4,1,1.05791740000041,41,11,4,6,NA,0,0,0,-1,NA,0,16,16,196,16,34,"1","sub-013",11,35,16,"in-group","out-group","in-group","both_low"
"5597",5614,5614,5614,5614,12,"underestimator","underestimator",2,1,2,0,1.20446140000013,74,11,1,1,NA,1,0,1,1,NA,1,17,17,197,17,12,"0","sub-013",11,13,17,"in-group","out-group","in-group","both_high"
"5598",5615,5615,5615,5615,12,"underestimator","underestimator",2,1,2,0,0.540882899999815,93,11,1,1,NA,1,0,1,1,NA,1,18,18,198,18,12,"0","sub-013",11,13,18,"in-group","out-group","in-group","both_high"
"5599",5616,5616,5616,5616,14,"underestimator","underestimator",2,1,4,1,1.3667332,47,11,4,3,0,NA,0,0,NA,0,NA,19,19,199,19,14,"1","sub-013",11,15,19,"in-group","out-group","in-group","different"
"5600",5617,5617,5617,5617,34,"underestimator","underestimator",2,3,4,0,0.926991499999986,57,11,3,6,NA,1,0,1,-1,NA,1,20,20,200,20,34,"0","sub-013",11,35,20,"in-group","out-group","in-group","both_low"
"5601",5618,5618,5618,5618,23,"underestimator","underestimator",2,2,3,0,1.2764674,58,11,2,4,1,NA,0,1,NA,1,NA,21,21,201,21,23,"0","sub-013",11,24,21,"in-group","out-group","in-group","different"
"5602",5619,5619,5619,5619,41,"underestimator","underestimator",2,4,1,1,1.46667210000032,60,11,1,3,1,NA,0,0,NA,1,NA,22,22,202,22,41,"1","sub-013",11,42,22,"in-group","out-group","in-group","different"
"5603",5620,5620,5620,5620,13,"underestimator","underestimator",2,1,3,1,1.12951559999965,67,11,3,2,0,NA,0,0,NA,0,NA,23,23,203,23,13,"1","sub-013",11,14,23,"in-group","out-group","in-group","different"
"5604",5621,5621,5621,5621,21,"underestimator","underestimator",2,2,1,0,1.19203719999996,58,11,2,1,NA,0,0,1,1,NA,0,24,24,204,24,21,"0","sub-013",11,22,24,"in-group","out-group","in-group","both_high"
"5605",5622,5622,5622,5622,13,"underestimator","underestimator",2,1,3,1,1.35392010000032,16,11,3,2,0,NA,0,0,NA,0,NA,25,25,205,25,13,"1","sub-013",11,14,25,"in-group","out-group","in-group","different"
"5606",5623,5623,5623,5623,32,"underestimator","underestimator",2,3,2,0,1.16700559999981,36,11,3,4,0,NA,0,1,NA,0,NA,26,26,206,26,32,"0","sub-013",11,33,26,"in-group","out-group","in-group","different"
"5607",5624,5624,5624,5624,23,"underestimator","underestimator",2,2,3,0,0.711111200000232,48,11,2,4,1,NA,0,1,NA,1,NA,27,27,207,27,23,"0","sub-013",11,24,27,"in-group","out-group","in-group","different"
"5608",5625,5625,5625,5625,21,"underestimator","underestimator",2,2,1,1,1.19249189999982,42,11,1,1,NA,1,0,0,1,NA,1,28,28,208,28,21,"1","sub-013",11,22,28,"in-group","out-group","in-group","both_high"
"5609",5626,5626,5626,5626,21,"underestimator","underestimator",2,2,1,0,0.55614770000011,54,11,2,1,NA,0,0,1,1,NA,0,29,29,209,29,21,"0","sub-013",11,22,29,"in-group","out-group","in-group","both_high"
"5610",5627,5627,5627,5627,31,"underestimator","underestimator",2,3,1,0,1.28128749999996,17,11,3,2,0,NA,0,1,NA,0,NA,30,30,210,30,31,"0","sub-013",11,32,30,"in-group","out-group","in-group","different"
"5611",5628,5628,5628,5628,12,"underestimator","underestimator",2,1,2,1,1.68805120000025,66,11,2,1,NA,0,0,0,1,NA,0,31,31,211,31,12,"1","sub-013",11,13,31,"in-group","out-group","in-group","both_high"
"5612",5629,5629,5629,5629,21,"underestimator","underestimator",2,2,1,0,0.73769940000011,49,11,2,1,NA,0,0,1,1,NA,0,32,32,212,32,21,"0","sub-013",11,22,32,"in-group","out-group","in-group","both_high"
"5613",5630,5630,5630,5630,32,"underestimator","underestimator",2,3,2,0,0.803359199999704,11,11,3,4,0,NA,0,1,NA,0,NA,33,33,213,33,32,"0","sub-013",11,33,33,"in-group","out-group","in-group","different"
"5614",5631,5631,5631,5631,34,"underestimator","underestimator",2,3,4,1,1.05493279999973,49,11,4,6,NA,0,0,0,-1,NA,0,34,34,214,34,34,"1","sub-013",11,35,34,"in-group","out-group","in-group","both_low"
"5615",5632,5632,5632,5632,42,"underestimator","underestimator",2,4,2,1,1.39318690000027,63,11,2,5,1,NA,0,0,NA,1,NA,35,35,215,35,42,"1","sub-013",11,43,35,"in-group","out-group","in-group","different"
"5616",5633,5633,5633,5633,32,"underestimator","underestimator",2,3,2,1,1.26500209999995,70,11,2,4,1,NA,0,0,NA,1,NA,36,36,216,36,32,"1","sub-013",11,33,36,"in-group","out-group","in-group","different"
"5617",5634,5634,5634,5634,42,"underestimator","underestimator",2,4,2,1,1.30058409999992,63,11,2,5,1,NA,0,0,NA,1,NA,37,37,217,37,42,"1","sub-013",11,43,37,"in-group","out-group","in-group","different"
"5618",5635,5635,5635,5635,14,"underestimator","underestimator",2,1,4,0,1.13828729999977,27,11,1,3,1,NA,0,1,NA,1,NA,38,38,218,38,14,"0","sub-013",11,15,38,"in-group","out-group","in-group","different"
"5619",5636,5636,5636,5636,13,"underestimator","underestimator",2,1,3,0,1.25869420000026,49,11,1,2,1,NA,0,1,NA,1,NA,39,39,219,39,13,"0","sub-013",11,14,39,"in-group","out-group","in-group","different"
"5620",5637,5637,5637,5637,14,"underestimator","underestimator",2,1,4,1,0.867120900000373,41,11,4,3,0,NA,0,0,NA,0,NA,40,40,220,40,14,"1","sub-013",11,15,40,"in-group","out-group","in-group","different"
"5621",5638,5638,5638,5638,42,"underestimator","underestimator",2,4,2,1,1.11690980000003,63,11,2,5,1,NA,0,0,NA,1,NA,41,41,221,41,42,"1","sub-013",11,43,41,"in-group","out-group","in-group","different"
"5622",5639,5639,5639,5639,12,"underestimator","underestimator",2,1,2,1,1.41704500000014,61,11,2,1,NA,0,0,0,1,NA,0,42,42,222,42,12,"1","sub-013",11,13,42,"in-group","out-group","in-group","both_high"
"5623",5640,5640,5640,5640,12,"underestimator","underestimator",2,1,2,1,1.13082729999996,55,11,2,1,NA,0,0,0,1,NA,0,43,43,223,43,12,"1","sub-013",11,13,43,"in-group","out-group","in-group","both_high"
"5624",5641,5641,5641,5641,34,"underestimator","underestimator",2,3,4,0,0.994327700000213,49,11,3,6,NA,1,0,1,-1,NA,1,44,44,224,44,34,"0","sub-013",11,35,44,"in-group","out-group","in-group","both_low"
"5625",5642,5642,5642,5642,41,"underestimator","underestimator",2,4,1,1,2.28865780000024,88,11,1,3,1,NA,0,0,NA,1,NA,45,45,225,45,41,"1","sub-013",11,42,45,"in-group","out-group","in-group","different"
"5626",5643,5643,5643,5643,32,"underestimator","underestimator",2,3,2,0,0.940247999999883,29,11,3,4,0,NA,0,1,NA,0,NA,46,46,226,46,32,"0","sub-013",11,33,46,"in-group","out-group","in-group","different"
"5627",5644,5644,5644,5644,12,"underestimator","underestimator",2,1,2,1,1.31648949999999,54,11,2,1,NA,0,0,0,1,NA,0,47,47,227,47,12,"1","sub-013",11,13,47,"in-group","out-group","in-group","both_high"
"5628",5645,5645,5645,5645,31,"underestimator","underestimator",2,3,1,0,1.7429274000001,41,11,3,2,0,NA,0,1,NA,0,NA,48,48,228,48,31,"0","sub-013",11,32,48,"in-group","out-group","in-group","different"
"5629",5646,5646,5646,5646,31,"underestimator","underestimator",2,3,1,1,0.756089299999985,64,11,1,2,1,NA,0,0,NA,1,NA,49,49,229,49,31,"1","sub-013",11,32,49,"in-group","out-group","in-group","different"
"5630",5647,5647,5647,5647,21,"underestimator","underestimator",2,2,1,1,1.8852323000001,65,11,1,1,NA,1,0,0,1,NA,1,50,50,230,50,21,"1","sub-013",11,22,50,"in-group","out-group","in-group","both_high"
"5631",5648,5648,5648,5648,32,"underestimator","underestimator",2,3,2,1,1.22951579999972,50,11,2,4,1,NA,0,0,NA,1,NA,51,51,231,51,32,"1","sub-013",11,33,51,"in-group","out-group","in-group","different"
"5632",5649,5649,5649,5649,34,"underestimator","underestimator",2,3,4,1,1.12965649999978,34,11,4,6,NA,0,0,0,-1,NA,0,52,52,232,52,34,"1","sub-013",11,35,52,"in-group","out-group","in-group","both_low"
"5633",5650,5650,5650,5650,41,"underestimator","underestimator",2,4,1,1,1.17419650000011,40,11,1,3,1,NA,0,0,NA,1,NA,53,53,233,53,41,"1","sub-013",11,42,53,"in-group","out-group","in-group","different"
"5634",5651,5651,5651,5651,21,"underestimator","underestimator",2,2,1,0,1.83873730000005,66,11,2,1,NA,0,0,1,1,NA,0,54,54,234,54,21,"0","sub-013",11,22,54,"in-group","out-group","in-group","both_high"
"5635",5652,5652,5652,5652,31,"underestimator","underestimator",2,3,1,1,1.43762939999988,59,11,1,2,1,NA,0,0,NA,1,NA,55,55,235,55,31,"1","sub-013",11,32,55,"in-group","out-group","in-group","different"
"5636",5653,5653,5653,5653,42,"underestimator","underestimator",2,4,2,0,0.967175599999791,39,11,4,5,0,NA,0,1,NA,0,NA,56,56,236,56,42,"0","sub-013",11,43,56,"in-group","out-group","in-group","different"
"5637",5654,5654,5654,5654,32,"underestimator","underestimator",2,3,2,1,1.0539291,62,11,2,4,1,NA,0,0,NA,1,NA,57,57,237,57,32,"1","sub-013",11,33,57,"in-group","out-group","in-group","different"
"5638",5655,5655,5655,5655,13,"underestimator","underestimator",2,1,3,1,0.942067499999666,30,11,3,2,0,NA,0,0,NA,0,NA,58,58,238,58,13,"1","sub-013",11,14,58,"in-group","out-group","in-group","different"
"5639",5656,5656,5656,5656,24,"underestimator","underestimator",2,2,4,0,1.39020619999974,55,11,2,5,1,NA,0,1,NA,1,NA,59,59,239,59,24,"0","sub-013",11,25,59,"in-group","out-group","in-group","different"
"5640",5657,5657,5657,5657,14,"underestimator","underestimator",2,1,4,1,1.30936759999986,37,11,4,3,0,NA,0,0,NA,0,NA,60,60,240,60,14,"1","sub-013",11,15,60,"in-group","out-group","in-group","different"
"5641",5658,5658,5658,5658,12,"underestimator","underestimator",2,1,2,0,0.579690999999912,73,11,1,1,NA,1,0,1,1,NA,1,61,61,241,61,12,"0","sub-013",11,13,61,"in-group","out-group","in-group","both_high"
"5642",5659,5659,5659,5659,42,"underestimator","underestimator",2,4,2,0,1.37493189999986,38,11,4,5,0,NA,0,1,NA,0,NA,62,62,242,62,42,"0","sub-013",11,43,62,"in-group","out-group","in-group","different"
"5643",5660,5660,5660,5660,41,"underestimator","underestimator",2,4,1,0,1.31694019999986,30,11,4,3,0,NA,0,1,NA,0,NA,63,63,243,63,41,"0","sub-013",11,42,63,"in-group","out-group","in-group","different"
"5644",5661,5661,5661,5661,21,"underestimator","underestimator",2,2,1,1,1.54940719999968,68,11,1,1,NA,1,0,0,1,NA,1,64,64,244,64,21,"1","sub-013",11,22,64,"in-group","out-group","in-group","both_high"
"5645",5662,5662,5662,5662,13,"underestimator","underestimator",2,1,3,1,1.63707719999957,63,11,3,2,0,NA,0,0,NA,0,NA,65,65,245,65,13,"1","sub-013",11,14,65,"in-group","out-group","in-group","different"
"5646",5663,5663,5663,5663,43,"underestimator","underestimator",2,4,3,0,1.11572290000004,46,11,4,6,NA,0,0,1,-1,NA,0,66,66,246,66,43,"0","sub-013",11,44,66,"in-group","out-group","in-group","both_low"
"5647",5664,5664,5664,5664,21,"underestimator","underestimator",2,2,1,1,1.33922749999965,44,11,1,1,NA,1,0,0,1,NA,1,67,67,247,67,21,"1","sub-013",11,22,67,"in-group","out-group","in-group","both_high"
"5648",5665,5665,5665,5665,14,"underestimator","underestimator",2,1,4,0,0.516017599999941,41,11,1,3,1,NA,0,1,NA,1,NA,68,68,248,68,14,"0","sub-013",11,15,68,"in-group","out-group","in-group","different"
"5649",5666,5666,5666,5666,23,"underestimator","underestimator",2,2,3,0,1.40369260000034,66,11,2,4,1,NA,0,1,NA,1,NA,69,69,249,69,23,"0","sub-013",11,24,69,"in-group","out-group","in-group","different"
"5650",5667,5667,5667,5667,23,"underestimator","underestimator",2,2,3,0,0.620287600000211,54,11,2,4,1,NA,0,1,NA,1,NA,70,70,250,70,23,"0","sub-013",11,24,70,"in-group","out-group","in-group","different"
"5651",5668,5668,5668,5668,23,"underestimator","underestimator",2,2,3,0,0.727463100000023,68,11,2,4,1,NA,0,1,NA,1,NA,71,71,251,71,23,"0","sub-013",11,24,71,"in-group","out-group","in-group","different"
"5652",5669,5669,5669,5669,24,"underestimator","underestimator",2,2,4,1,1.01691919999985,37,11,4,5,0,NA,0,0,NA,0,NA,72,72,252,72,24,"1","sub-013",11,25,72,"in-group","out-group","in-group","different"
"5653",5670,5670,5670,5670,31,"underestimator","underestimator",2,3,1,1,1.86803620000001,62,11,1,2,1,NA,0,0,NA,1,NA,73,73,253,73,31,"1","sub-013",11,32,73,"in-group","out-group","in-group","different"
"5654",5671,5671,5671,5671,14,"underestimator","underestimator",2,1,4,0,1.05260709999993,55,11,1,3,1,NA,0,1,NA,1,NA,74,74,254,74,14,"0","sub-013",11,15,74,"in-group","out-group","in-group","different"
"5655",5672,5672,5672,5672,31,"underestimator","underestimator",2,3,1,1,0.921587899999849,83,11,1,2,1,NA,0,0,NA,1,NA,75,75,255,75,31,"1","sub-013",11,32,75,"in-group","out-group","in-group","different"
"5656",5673,5673,5673,5673,31,"underestimator","underestimator",2,3,1,1,0.579062399999657,43,11,1,2,1,NA,0,0,NA,1,NA,76,76,256,76,31,"1","sub-013",11,32,76,"in-group","out-group","in-group","different"
"5657",5674,5674,5674,5674,43,"underestimator","underestimator",2,4,3,0,1.14270829999987,48,11,4,6,NA,0,0,1,-1,NA,0,77,77,257,77,43,"0","sub-013",11,44,77,"in-group","out-group","in-group","both_low"
"5658",5675,5675,5675,5675,42,"underestimator","underestimator",2,4,2,0,1.35241980000001,36,11,4,5,0,NA,0,1,NA,0,NA,78,78,258,78,42,"0","sub-013",11,43,78,"in-group","out-group","in-group","different"
"5659",5676,5676,5676,5676,21,"underestimator","underestimator",2,2,1,1,1.92555309999989,76,11,1,1,NA,1,0,0,1,NA,1,79,79,259,79,21,"1","sub-013",11,22,79,"in-group","out-group","in-group","both_high"
"5660",5677,5677,5677,5677,12,"underestimator","underestimator",2,1,2,0,0.929064100000232,45,11,1,1,NA,1,0,1,1,NA,1,80,80,260,80,12,"0","sub-013",11,13,80,"in-group","out-group","in-group","both_high"
"5661",5678,5678,5678,5678,23,"underestimator","underestimator",2,2,3,0,1.70081399999981,63,11,2,4,1,NA,0,1,NA,1,NA,81,81,261,81,23,"0","sub-013",11,24,81,"in-group","out-group","in-group","different"
"5662",5679,5679,5679,5679,41,"underestimator","underestimator",2,4,1,1,1.37003670000013,77,11,1,3,1,NA,0,0,NA,1,NA,82,82,262,82,41,"1","sub-013",11,42,82,"in-group","out-group","in-group","different"
"5663",5680,5680,5680,5680,43,"underestimator","underestimator",2,4,3,0,0.97830920000024,38,11,4,6,NA,0,0,1,-1,NA,0,83,83,263,83,43,"0","sub-013",11,44,83,"in-group","out-group","in-group","both_low"
